F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_34_522.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_34_522.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_34_522.jpg,0,0,0,5.434036E-07
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_34_607.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_34_607.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_34_607.jpg,0,0,0,7.131635E-06
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_34_692.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_34_692.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_34_692.jpg,0,0,0,8.785792E-06
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_34_775.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_34_775.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_34_775.jpg,0,0.2446982,0,0.1362723
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_34_858.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_34_858.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_34_858.jpg,0,0.4949211,0,0.5646884
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_34_942.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_34_942.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_34_942.jpg,0,0.7450538,0,1.235023
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_35_027.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_35_027.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_35_027.jpg,0,1,0,2.284459
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_35_110.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_35_110.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_35_110.jpg,0,1,0,3.225011
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_35_196.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_35_196.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_35_196.jpg,0,1,0,4.165045
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_35_279.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_35_279.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_35_279.jpg,0,1,0,5.097233
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_35_364.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_35_364.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_35_364.jpg,0,1,0,6.252348
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_35_448.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_35_448.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_35_448.jpg,0,1,0,7.168373
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_35_534.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_35_534.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_35_534.jpg,0,1,0,8.077281
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_35_620.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_35_620.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_35_620.jpg,-0.1,1,0,8.976918
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_35_708.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_35_708.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_35_708.jpg,-0.35,1,0,10.05978
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_35_784.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_35_784.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_35_784.jpg,-0.1665517,1,0,10.72321
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_35_868.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_35_868.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_35_868.jpg,0,0.8736317,0,11.54515
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_35_951.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_35_951.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_35_951.jpg,0,0.6249197,0,12.1075
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_36_034.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_36_034.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_36_034.jpg,0,0.3747034,0,12.56308
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_36_128.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_36_128.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_36_128.jpg,-0.15,0.09959552,0,12.79078
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_36_202.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_36_202.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_36_202.jpg,-0.3,0,0,12.49531
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_36_288.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_36_288.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_36_288.jpg,-0.5500001,0,0,12.53268
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_36_372.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_36_372.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_36_372.jpg,-0.7500002,0,0,12.3248
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_36_457.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_36_457.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_36_457.jpg,-0.8772814,0,0,12.1269
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_36_543.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_36_543.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_36_543.jpg,-0.6253189,0,0,12.18792
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_36_623.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_36_623.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_36_623.jpg,-0.3806745,0,0,12.02189
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_36_707.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_36_707.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_36_707.jpg,-0.1231423,0,0,11.55943
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_36_789.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_36_789.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_36_789.jpg,0,0,0,11.56443
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_36_891.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_36_891.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_36_891.jpg,-0.15,0,0,11.6721
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_36_973.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_36_973.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_36_973.jpg,-0.35,0,0,11.49378
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_37_042.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_37_042.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_37_042.jpg,-0.5000001,0,0,11.32217
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_37_121.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_37_121.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_37_121.jpg,-0.3957184,0,0,11.18567
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_37_213.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_37_213.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_37_213.jpg,-0.1229198,0,0,11.07658
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_37_296.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_37_296.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_37_296.jpg,0,0,0,10.97826
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_37_369.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_37_369.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_37_369.jpg,0,0,0,10.88836
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_37_449.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_37_449.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_37_449.jpg,0,0,0,10.80062
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_37_527.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_37_527.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_37_527.jpg,0,0.235205,0,10.86472
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_37_607.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_37_607.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_37_607.jpg,0,0.4754232,0,11.16055
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_37_685.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_37_685.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_37_685.jpg,0,0.7098035,0,11.87552
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_37_768.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_37_768.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_37_768.jpg,0,0.9580579,0,12.35911
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_37_845.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_37_845.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_37_845.jpg,0,1,0,13.31241
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_37_926.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_37_926.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_37_926.jpg,0,1,0,14.11931
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_38_004.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_38_004.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_38_004.jpg,-0.15,1,0,15.01025
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_38_082.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_38_082.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_38_082.jpg,-0.3,1,0,15.57004
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_38_161.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_38_161.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_38_161.jpg,-0.1223711,0.885211,0,16.36401
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_38_242.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_38_242.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_38_242.jpg,0,0.6429441,0,16.86897
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_38_321.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_38_321.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_38_321.jpg,0,0.4083571,0,17.14869
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_38_414.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_38_414.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_38_414.jpg,0,0.1317317,0,17.62788
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_38_482.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_38_482.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_38_482.jpg,0,0,0,17.04005
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_38_559.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_38_559.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_38_559.jpg,-0.2,0,0,16.89638
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_38_662.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_38_662.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_38_662.jpg,-0.45,0,0,17.14202
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_38_776.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_38_776.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_38_776.jpg,-0.7500002,0,0,16.73298
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_38_899.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_38_899.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_38_899.jpg,-0.664708,0,0,16.44852
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_39_008.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_39_008.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_39_008.jpg,-0.3303917,0,0,16.29539
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_39_085.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_39_085.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_39_085.jpg,-0.1015328,0,0,15.66353
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_39_166.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_39_166.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_39_166.jpg,0,0,0,16.00374
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_39_246.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_39_246.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_39_246.jpg,0,0,0,15.87979
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_39_327.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_39_327.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_39_327.jpg,0,0,0,15.7572
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_39_407.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_39_407.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_39_407.jpg,0,0,0,15.63956
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_39_487.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_39_487.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_39_487.jpg,0,0.2398565,0,15.59311
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_39_580.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_39_580.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_39_580.jpg,0,0.5180533,0,15.86029
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_39_656.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_39_656.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_39_656.jpg,0,0.7483681,0,16.29331
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_39_729.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_39_729.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_39_729.jpg,0,0.9686167,0,17.009
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_39_809.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_39_809.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_39_809.jpg,0,1,0,17.83435
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_39_890.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_39_890.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_39_890.jpg,0,1,0,18.64629
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_39_969.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_39_969.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_39_969.jpg,0,1,0,19.45222
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_40_051.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_40_051.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_40_051.jpg,0,1,0,20.25206
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_40_131.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_40_131.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_40_131.jpg,0,1,0,21.04549
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_40_213.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_40_213.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_40_213.jpg,0,1,0,21.83144
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_40_293.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_40_293.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_40_293.jpg,0,1,0,22.61259
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_40_374.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_40_374.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_40_374.jpg,-0.2,0.7562848,0,23.21824
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_40_453.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_40_453.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_40_453.jpg,-0.4,0.5187299,0,23.53325
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_40_536.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_40_536.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_40_536.jpg,-0.4742015,0.2691229,0,23.58274
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_40_618.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_40_618.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_40_618.jpg,-0.2284861,0.02340746,0,23.50583
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_40_700.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_40_700.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_40_700.jpg,0,0,0,23.30033
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_40_782.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_40_782.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_40_782.jpg,0,0,0,23.08651
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_40_862.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_40_862.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_40_862.jpg,0,0,0,22.89061
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_40_942.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_40_942.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_40_942.jpg,0,0,0,22.70212
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_41_023.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_41_023.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_41_023.jpg,0,0,0,22.51707
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_41_103.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_41_103.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_41_103.jpg,0,0,0,22.3336
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_41_185.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_41_185.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_41_185.jpg,0,0,0,22.24074
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_41_266.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_41_266.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_41_266.jpg,0,0,0,22.06586
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_41_347.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_41_347.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_41_347.jpg,0,0.241617,0,22.04245
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_41_429.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_41_429.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_41_429.jpg,0,0.4886256,0,22.24728
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_41_511.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_41_511.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_41_511.jpg,0,0.7343267,0,22.67228
F:\Udacity\Behavioral-Clonning\IMG\center_2017_04_13_10_01_41_593.jpg,F:\Udacity\Behavioral-Clonning\IMG\left_2017_04_13_10_01_41_593.jpg,F:\Udacity\Behavioral-Clonning\IMG\right_2017_04_13_10_01_41_593.jpg,0,0.7251985,0,23.22548
